Unnamed: 0,CHK_ACCT,Duration,Credit History,Credit Amount,Balance in Savings A/C,Employment,Install_rate,Marital status,Present Resident,Age,Other installment,Num_Credits,Job,Credit classification,Credit Rating,kfold
249,2,18,4,0.3636904987160632,1,4,3,0,4,0.3358536211828917,0,1,1,0,1,1
250,0,6,2,0.3661156239193666,3,3,3,0,4,0.3435037699753355,1,2,5,1,0,1
251,3,12,4,0.37187904509229,1,0,1,0,2,0.34542435085076645,0,1,5,1,0,1
252,1,30,4,0.3716861002871619,1,0,4,0,2,0.33712787535535405,1,1,1,0,1,1
253,2,24,3,0.3743024690064144,5,0,2,5,3,0.3421814165124942,1,2,1,1,0,1
254,1,9,4,0.3714423552306021,4,3,2,5,1,0.33712787535535405,0,1,1,1,0,1
255,1,60,3,0.37637539661994907,4,0,1,5,1,0.33878461744725724,0,1,5,1,0,1
256,2,24,2,0.3726034237268541,1,0,4,5,2,0.3421814165124942,1,2,5,1,0,1
257,0,12,1,0.37168413643530185,1,0,4,1,1,0.3397535150166297,0,1,1,0,1,1
258,2,15,4,0.3739807212295893,5,1,1,0,4,0.3365101139409041,0,1,1,1,0,1
259,2,11,2,0.3688948956052195,5,4,4,0,4,0.34775908412850337,1,3,5,1,0,1
260,0,12,4,0.3705589656644154,1,0,2,5,2,0.33878461744725724,0,1,1,1,0,1
261,0,24,4,0.370411486377505,1,2,4,0,4,0.3473819304280704,0,1,1,1,0,1
262,0,18,2,0.3752009400428923,1,2,2,5,4,0.34253071065961543,1,3,0,1,0,1
263,2,12,2,0.3726986808547603,1,2,2,0,4,0.34775908412850337,1,3,5,1,0,1
264,2,10,2,0.3692009380827001,1,2,3,5,4,0.34104578678506664,1,2,5,1,0,1
265,1,15,4,0.36709192707486027,1,2,4,5,3,0.34286699087144074,0,1,1,0,1,1
266,2,36,2,0.3758144195313313,4,2,4,5,4,0.34253071065961543,1,2,1,1,0,1
267,2,24,4,0.3702112160734529,1,1,4,0,3,0.3431910908111629,1,1,1,1,0,1
268,0,14,4,0.3770148916947004,1,2,1,1,4,0.34517508014159337,0,1,0,0,1,1
269,2,24,4,0.3681966595074664,4,2,4,5,2,0.33771074028991616,1,2,1,1,0,1
270,2,18,4,0.37257005694939704,4,3,4,5,3,0.34104578678506664,0,1,1,1,0,1
271,2,12,2,0.3698052239305629,6,3,3,0,4,0.34286699087144074,0,1,1,1,0,1
272,1,48,1,0.37799494171013903,4,4,4,5,4,0.34253071065961543,0,1,0,1,0,1
273,1,48,4,0.3731282570855273,1,3,4,5,4,0.3392810405265025,1,2,1,0,1,1
274,0,30,4,0.3779503506913441,1,1,1,1,1,0.34181819093076593,0,1,5,0,1,1
275,2,9,4,0.3726229887659196,1,0,1,5,2,0.34104578678506664,0,1,1,1,0,1
276,2,18,2,0.3721525630017633,1,0,2,0,2,0.3382620256541887,1,2,1,1,0,1
277,0,12,4,0.3693177098629549,4,2,2,1,4,0.3461303165564136,0,1,5,1,0,1
278,2,6,4,0.3746928966564537,1,1,1,0,4,0.34104578678506664,0,1,1,0,1,1
279,2,24,4,0.3711604367613749,5,0,4,5,4,0.3397535150166297,0,1,0,1,0,1
280,2,15,2,0.3735044014480618,3,2,3,5,4,0.3365101139409041,1,2,1,1,0,1
281,2,12,4,0.3703298113172096,1,0,4,5,2,0.346352815412462,0,1,1,1,0,1
282,3,18,1,0.3699433320418711,4,3,4,5,4,0.3461303165564136,1,1,5,1,0,1
283,2,15,2,0.3701728180092678,4,2,4,5,4,0.34879213507952683,0,1,1,1,0,1
284,1,24,2,0.3740459331645158,5,1,4,1,2,0.34286699087144074,0,1,1,1,0,1
285,0,47,4,0.3775925892765439,1,1,1,0,1,0.3421814165124942,0,1,5,1,0,1
286,0,48,4,0.3748311300609636,1,3,4,5,3,0.3382620256541887,0,1,1,1,0,1
287,1,48,3,0.3764496588370255,5,4,2,5,4,0.3406342426867164,0,1,0,1,0,1
288,1,12,4,0.3686300178268301,1,0,4,0,4,0.3461303165564136,1,2,1,1,0,1
289,0,24,3,0.3683178014774898,1,1,4,4,4,0.3459016192610386,1,1,1,0,1,1
290,2,12,4,0.3685587078824961,1,0,2,4,2,0.3382620256541887,0,1,1,1,0,1
291,1,36,4,0.37716521574531225,1,1,1,4,4,0.3392810405265025,0,1,0,0,1,1
292,0,24,2,0.37587748073436905,1,2,2,0,4,0.3449182069595081,1,2,0,1,0,1
293,3,42,2,0.3748372360723703,1,2,4,5,4,0.3475727597939736,0,1,1,1,0,1
294,2,48,2,0.3764705979076335,4,2,4,1,2,0.34542435085076645,1,2,0,1,0,1
295,1,48,4,0.3773546290807725,1,1,1,0,2,0.3382620256541887,0,1,1,0,1,1
296,2,12,4,0.3747435854383021,4,1,1,0,4,0.3344058248343126,0,1,1,1,0,1
297,2,10,4,0.3694093964888915,4,2,4,5,2,0.34517508014159337,0,1,5,1,0,1
298,2,18,4,0.3723383892640443,1,0,3,5,4,0.34465330972735314,0,1,1,1,0,1
299,1,21,2,0.3726942745117768,3,3,3,5,2,0.34104578678506664,1,2,1,1,0,1
300,2,6,4,0.3661636668794445,1,4,1,0,4,0.3471863981609548,0,1,4,1,0,1
301,1,36,0,0.3739727266969247,1,0,4,0,1,0.3443799326500556,0,1,1,0,1,1
302,3,24,2,0.3696106720794178,4,3,4,5,2,0.34286699087144074,1,2,5,0,1,1
303,0,10,2,0.3683840904210997,1,3,4,5,3,0.3461303165564136,1,2,1,1,0,1
304,2,48,2,0.3774085409701357,6,0,2,5,2,0.3449182069595081,1,1,1,0,1,1
305,2,6,4,0.3702404888061085,3,0,4,1,2,0.34144002131489304,0,1,1,1,0,1
306,2,30,4,0.374848652788663,4,3,2,0,4,0.33712787535535405,1,1,5,1,0,1
307,0,12,4,0.3665810210789989,5,1,4,4,3,0.34144002131489304,0,1,5,0,1,1
308,1,8,4,0.3692238131871156,1,0,3,0,4,0.33712787535535405,0,1,1,0,1,1
309,1,9,4,0.3608740457955178,1,0,4,4,4,0.3358536211828917,0,1,5,1,0,1
310,1,48,4,0.3752540519996581,4,4,3,5,4,0.3438057220293414,1,1,4,1,0,1
311,2,24,4,0.3753394995248013,5,0,4,5,1,0.33771074028991616,1,1,1,1,0,1
312,3,24,4,0.3739172239833306,1,1,2,0,4,0.3382620256541887,0,1,1,1,0,1
313,1,12,4,0.3662659858810237,1,3,2,4,3,0.33771074028991616,1,1,5,0,1,1
314,3,4,4,0.37009482879867817,4,1,1,5,2,0.3397535150166297,0,1,5,1,0,1
315,0,36,1,0.3726957439251027,1,2,4,5,4,0.3406342426867164,1,1,1,0,1,1
316,0,12,4,0.36644133147283137,1,0,2,5,3,0.3431910908111629,0,1,5,1,0,1
317,1,24,4,0.3744781555303176,4,0,1,0,4,0.3459016192610386,0,1,5,1,0,1
318,2,12,2,0.3663887098804547,1,0,4,5,2,0.34104578678506664,1,2,1,1,0,1
319,0,15,3,0.3738075044398733,1,2,1,0,4,0.33878461744725724,1,2,5,1,0,1
320,1,30,2,0.3743897669347098,1,4,4,4,2,0.3392810405265025,1,2,0,0,1,1
321,0,24,4,0.371243573698971,1,1,4,1,3,0.34104578678506664,0,1,1,0,1,1
322,0,24,4,0.3729285258001273,1,3,2,5,1,0.34181819093076593,0,1,0,1,0,1
323,0,18,4,0.3725654816679947,3,0,4,5,2,0.3392810405265025,0,1,1,1,0,1
324,2,18,2,0.3683368523810717,1,0,4,0,3,0.34253071065961543,1,2,1,1,0,1
325,0,8,2,0.37353885852990426,1,3,1,5,4,0.3435037699753355,1,2,5,1,0,1
326,2,12,2,0.3755219191253829,4,2,2,5,4,0.3461303165564136,0,1,1,1,0,1
327,2,24,4,0.37018763285116174,3,3,4,0,3,0.34181819093076593,0,1,1,1,0,1
328,3,36,4,0.3745807388966909,1,2,4,5,2,0.3406342426867164,0,1,1,1,0,1
329,1,6,4,0.3685225713639593,1,2,4,5,4,0.3392810405265025,0,1,1,1,0,1
330,0,24,2,0.3759819856261383,1,4,2,5,4,0.35051250494334857,1,2,0,1,0,1
331,2,18,2,0.3710753495349881,5,0,4,0,2,0.3402040022840905,1,2,1,0,1,1
332,1,60,4,0.3763708068856594,5,1,4,0,2,0.33712787535535405,0,1,0,0,1,1
333,2,48,2,0.37784092969732425,5,0,2,0,4,0.33712787535535405,1,2,5,0,1,1
334,0,24,0,0.37426522629896186,1,2,3,5,4,0.3365101139409041,1,2,1,0,1,1
335,0,6,2,0.3735228233237554,1,0,1,1,4,0.3449182069595081,0,1,0,0,1,1
336,1,13,4,0.37158857336722695,1,1,2,0,4,0.3365101139409041,0,1,5,1,0,1
337,0,15,4,0.3693656566119052,4,0,4,0,2,0.33712787535535405,0,1,1,0,1,1
338,0,24,4,0.3743186833923156,1,0,4,5,4,0.3392810405265025,0,1,1,1,0,1
339,1,10,4,0.3701757856402539,1,0,4,1,2,0.3406342426867164,0,1,5,1,0,1
340,1,24,2,0.3754862986491787,1,1,2,0,4,0.33712787535535405,1,2,1,1,0,1
341,0,21,4,0.3737608527070457,1,3,1,0,4,0.3382620256541887,0,1,5,1,0,1
342,1,18,4,0.3733204216326565,6,1,1,4,3,0.33771074028991616,0,1,1,1,0,1
343,1,18,4,0.3745524827007172,1,2,1,5,1,0.34144002131489304,1,1,0,1,0,1
344,3,10,4,0.3741146456726029,1,1,1,5,1,0.34286699087144074,0,1,5,1,0,1
345,2,15,2,0.3699872376797072,1,0,4,0,2,0.34465330972735314,0,1,5,1,0,1
346,1,13,2,0.3675764952346499,1,1,4,5,4,0.3365101139409041,1,2,1,1,0,1
347,1,24,4,0.3739263714782101,6,4,1,0,4,0.3365101139409041,0,1,4,1,0,1
348,2,6,3,0.3707823688567813,5,0,1,5,2,0.34181819093076593,1,2,5,1,0,1
349,1,9,2,0.3688197965276615,3,2,4,5,3,0.34104578678506664,1,2,1,0,1,1
350,2,9,4,0.3692200099493415,1,1,1,0,4,0.3365101139409041,0,1,1,1,0,1
351,1,9,4,0.3679950012912707,1,0,1,0,2,0.3397535150166297,0,1,1,0,1,1
352,2,18,2,0.3733398922817429,4,4,2,5,4,0.3431910908111629,0,1,0,1,0,1
353,0,12,0,0.3757556606008945,1,0,4,5,2,0.3392810405265025,1,2,1,0,1,1
354,2,10,4,0.3665810210789989,6,2,4,5,4,0.34542435085076645,0,1,1,1,0,1
355,1,24,4,0.3692578767886912,1,1,4,5,2,0.3365101139409041,1,1,5,0,1,1
356,2,12,2,0.3720247188716501,4,2,1,5,4,0.3461303165564136,0,1,1,1,0,1
357,2,36,3,0.3745724544412474,1,0,4,5,2,0.3382620256541887,1,2,0,0,1,1
358,2,12,4,0.366921648233332,1,0,4,4,2,0.3392810405265025,0,1,1,1,0,1
359,0,30,4,0.3721560005689707,1,3,4,0,4,0.3365101139409041,0,1,1,0,1,1
360,1,18,4,0.3692314085805055,4,0,4,5,4,0.3484628968282321,0,1,1,1,0,1
361,3,12,4,0.3735400009241249,4,2,2,5,3,0.34286699087144074,0,1,0,1,0,1
362,3,12,3,0.3718716006794313,1,0,2,0,2,0.34253071065961543,1,2,1,1,0,1
363,2,6,4,0.3708398923568265,1,0,1,4,2,0.3351539346427997,0,1,1,1,0,1
364,0,18,4,0.3722692406410319,1,4,4,5,1,0.33771074028991616,0,1,4,0,1,1
365,2,12,4,0.3702375717633913,1,3,2,5,4,0.34253071065961543,0,1,1,1,0,1
366,2,18,2,0.3740184279368843,1,3,3,5,1,0.33878461744725724,1,2,1,1,0,1
367,0,18,4,0.37381486519817897,1,1,1,0,4,0.3358536211828917,0,1,1,1,0,1
368,0,36,4,0.3735932515310611,1,2,4,5,2,0.3443799326500556,0,1,1,0,1,1
369,1,18,4,0.37305110415421816,1,3,2,0,4,0.3438057220293414,0,1,1,1,0,1
370,2,36,4,0.3731527300167834,4,0,4,5,4,0.34253071065961543,0,1,1,1,0,1
371,2,18,2,0.3756818633477437,1,2,3,5,4,0.34144002131489304,1,2,1,1,0,1
372,2,10,2,0.3716782383587561,1,1,1,0,3,0.3365101139409041,1,2,1,1,0,1
373,2,60,2,0.3783771990412949,4,2,2,5,4,0.34879213507952683,1,1,0,1,0,1
374,1,60,1,0.3785982444128044,5,2,3,0,4,0.3482928352666628,1,2,0,0,1,1
375,0,48,1,0.3764953519151527,1,3,2,0,4,0.34286699087144074,0,1,1,0,1,1
376,2,18,3,0.372005043353996,1,4,2,4,3,0.34181819093076593,1,2,1,1,0,1
377,2,7,3,0.3673653356665378,4,2,3,5,4,0.34253071065961543,0,1,1,1,0,1
378,1,36,4,0.37850053759310187,1,2,4,5,2,0.34775908412850337,0,1,0,0,1,1
379,2,6,2,0.36260751630673377,5,0,4,0,4,0.34678036896021164,1,2,5,1,0,1
380,0,20,4,0.3718057834250536,4,3,4,5,4,0.3435037699753355,0,1,1,1,0,1
381,1,18,4,0.3781960566831978,1,4,3,0,4,0.3431910908111629,0,1,0,0,1,1
382,2,22,4,0.3693948711811293,4,3,4,0,4,0.33771074028991616,0,1,1,1,0,1
383,3,12,4,0.3695621985914254,1,1,4,5,1,0.3382620256541887,0,1,1,1,0,1
384,2,30,3,0.3744099133604251,5,0,2,5,2,0.3382620256541887,1,2,5,1,0,1
385,2,18,2,0.3718547930785933,1,0,2,0,1,0.33771074028991616,1,2,1,1,0,1
386,2,18,4,0.3687774524137397,4,1,4,0,2,0.3351539346427997,0,1,1,1,0,1
387,1,18,2,0.3763551477893585,1,4,4,5,4,0.3438057220293414,1,2,0,1,0,1
388,1,15,2,0.3720157891381989,6,0,2,5,4,0.33878461744725724,1,1,1,1,0,1
389,2,9,4,0.3699559283540391,1,3,3,0,2,0.33878461744725724,1,2,1,1,0,1
390,2,18,4,0.3709715057017137,1,0,2,4,2,0.3402040022840905,0,1,0,1,0,1
391,1,12,4,0.3681171886599096,3,1,1,0,4,0.3336031157753859,0,1,5,1,0,1
392,0,36,4,0.3733640713049564,1,3,2,5,4,0.3435037699753355,1,1,0,1,0,1
393,0,6,2,0.3712855344614599,1,3,1,0,4,0.3406342426867164,0,1,1,1,0,1
394,2,9,2,0.3721560005689707,1,4,2,5,3,0.3406342426867164,0,1,0,1,0,1
395,1,39,3,0.3778870534563568,5,3,2,5,3,0.34104578678506664,0,1,1,1,0,1
396,0,12,4,0.3724395881790649,1,4,3,0,4,0.3473819304280704,0,1,0,1,0,1
397,0,36,2,0.3720549108748344,1,0,3,4,2,0.34542435085076645,1,2,1,1,0,1
398,1,12,4,0.3691702284429677,1,2,1,1,1,0.34542435085076645,1,2,1,0,1,1
399,2,24,2,0.3701609240699671,3,0,4,0,1,0.34465330972735314,1,2,5,1,0,1
400,2,18,4,0.3700306413907444,1,1,3,4,4,0.3435037699753355,0,1,1,1,0,1
401,1,18,2,0.37112847552221856,4,0,4,4,4,0.3392810405265025,1,2,1,1,0,1
402,2,24,3,0.3768909496742802,1,1,2,5,2,0.33878461744725724,1,2,1,0,1,1
403,2,14,3,0.36709192707486027,1,0,4,5,2,0.33878461744725724,1,2,5,1,0,1
404,1,18,3,0.3729134024784838,4,2,4,5,4,0.34465330972735314,0,1,1,1,0,1
405,1,24,4,0.3714612238888475,1,1,1,4,1,0.3358536211828917,0,1,1,0,1,1
406,2,24,2,0.3717771964287943,4,3,4,5,4,0.34465330972735314,1,2,1,1,0,1
407,0,15,4,0.36845392638768776,1,1,4,4,2,0.33878461744725724,0,1,1,1,0,1
408,2,24,4,0.3733471644797197,6,2,3,1,2,0.3382620256541887,0,1,0,1,0,1
409,3,12,2,0.3678903168072489,6,3,4,4,2,0.3392810405265025,1,3,1,0,1,1
410,1,24,4,0.37130742473387934,1,2,4,0,4,0.3344058248343126,0,1,1,1,0,1
411,2,33,2,0.3762987317139749,1,3,3,5,2,0.3421814165124942,1,2,0,1,0,1
412,2,12,2,0.3719544567133996,1,4,4,5,2,0.3443799326500556,1,2,0,0,1,1
413,2,10,4,0.3703947338175353,6,0,3,5,2,0.3438057220293414,0,1,5,1,0,1
414,0,24,4,0.3697359167665513,4,0,4,0,2,0.3421814165124942,0,1,1,0,1,1
415,2,36,2,0.37554684945993183,1,2,2,5,2,0.3421814165124942,1,2,1,1,0,1
416,0,12,4,0.3724411708319527,1,1,4,5,1,0.34144002131489304,0,1,5,0,1,1
417,0,18,3,0.3768221922329961,4,0,1,0,2,0.3365101139409041,1,2,1,1,0,1
418,2,21,4,0.372748225459473,6,3,1,0,2,0.3406342426867164,1,1,0,1,0,1
419,1,18,4,0.3684028319554705,4,0,4,0,2,0.34144002131489304,0,1,1,0,1,1
420,2,15,4,0.3732873043498265,3,3,2,0,3,0.3344058248343126,0,1,1,1,0,1
421,1,12,4,0.3714381486801078,4,0,4,5,2,0.3402040022840905,0,1,1,1,0,1
422,1,12,2,0.36798983005411945,1,3,2,5,3,0.3456664097071358,1,2,5,1,0,1
423,2,21,3,0.3703779058260381,5,3,4,5,3,0.34181819093076593,1,2,0,1,0,1
424,1,12,4,0.37271916886155865,4,2,1,0,2,0.33771074028991616,1,1,1,0,1,1
425,1,18,4,0.37274388273822345,1,0,1,4,3,0.3351539346427997,0,1,1,1,0,1
426,2,28,2,0.3726913337855933,1,2,4,5,2,0.3397535150166297,1,2,1,1,0,1
427,2,18,2,0.3688741770841867,3,0,4,5,3,0.34542435085076645,1,2,1,1,0,1
428,2,9,4,0.3695025075926645,1,2,1,5,4,0.3344058248343126,0,1,1,1,0,1
429,0,18,2,0.3690409466212559,1,4,2,0,4,0.3473819304280704,1,3,4,0,1,1
430,2,5,4,0.3735954985215748,1,3,1,5,4,0.3503834811372257,0,1,5,1,0,1
431,1,24,4,0.3777682944577118,1,0,2,5,3,0.3397535150166297,1,2,0,0,1,1
432,0,6,2,0.37109391631219096,1,4,4,5,4,0.34253071065961543,1,3,0,1,0,1
433,2,24,2,0.371500734416884,1,0,4,1,2,0.34144002131489304,1,2,1,1,0,1
434,0,9,4,0.3716585071192533,1,0,3,5,2,0.33771074028991616,0,1,1,1,0,1
435,1,12,4,0.3700643990624313,4,0,2,4,1,0.33771074028991616,0,1,1,0,1,1
436,2,6,4,0.3660670491946149,6,3,2,4,4,0.3365101139409041,0,1,5,1,0,1
437,2,24,2,0.3694093964888915,3,2,4,0,4,0.34286699087144074,1,2,1,1,0,1
438,0,42,2,0.37353428499138935,1,4,4,5,4,0.34910775274979705,1,2,4,1,0,1
439,3,12,1,0.3656310565948529,1,1,4,0,1,0.3382620256541887,0,1,4,0,1,1
440,2,12,4,0.3711215899247435,1,2,4,5,4,0.3435037699753355,0,1,0,1,0,1
441,0,12,4,0.3704585477654412,1,0,2,0,3,0.3402040022840905,0,1,1,1,0,1
442,1,20,3,0.3725193902306325,1,0,2,5,3,0.3397535150166297,1,2,1,1,0,1
443,2,12,4,0.3665227533251736,1,2,4,5,4,0.34409758202147595,1,1,5,0,1,1
444,1,48,2,0.3750579806080369,1,0,2,0,3,0.3402040022840905,0,1,0,0,1,1
445,2,9,2,0.3692503327268963,4,2,4,0,4,0.34409758202147595,1,2,5,1,0,1
446,0,36,4,0.3710237972362295,1,1,4,0,4,0.34181819093076593,0,1,1,0,1,1
447,1,7,4,0.3724364206920493,1,0,2,5,2,0.3421814165124942,0,1,1,1,0,1
448,3,12,4,0.36987650860976895,4,2,3,0,4,0.3473819304280704,0,1,0,1,0,1
449,1,15,3,0.3701489925012473,3,0,3,4,3,0.3484628968282321,1,2,1,0,1,1
450,2,36,2,0.3776902286682581,4,0,4,5,2,0.3402040022840905,0,1,0,1,0,1
451,2,6,4,0.3647292842243248,1,0,3,0,1,0.3397535150166297,0,1,1,1,0,1
452,2,12,0,0.3727147889247289,1,2,2,5,4,0.34181819093076593,1,2,1,1,0,1
453,2,24,4,0.3725822279398648,1,2,4,5,4,0.3421814165124942,0,1,0,1,0,1
454,0,24,4,0.3748532078195356,1,3,2,5,3,0.3406342426867164,0,1,1,0,1,1
455,2,24,4,0.3725958688463845,1,1,4,0,1,0.3397535150166297,0,1,0,1,0,1
456,0,11,2,0.3740722360479243,1,0,2,5,2,0.34253071065961543,1,2,1,1,0,1
457,0,12,4,0.3735251188451115,1,2,3,5,4,0.3421814165124942,0,1,1,0,1,1
458,0,6,4,0.3622721907923833,1,1,4,0,1,0.33878461744725724,0,1,1,1,0,1
459,2,18,4,0.3746792938845603,1,1,3,5,2,0.34104578678506664,0,1,1,1,0,1
460,0,36,4,0.3737832014836257,1,0,1,5,2,0.34286699087144074,0,1,1,1,0,1
461,0,15,4,0.3707264923062021,1,1,2,5,3,0.34253071065961543,0,1,1,1,0,1
462,1,12,4,0.3730722027132725,1,1,3,0,1,0.34181819093076593,0,1,0,1,0,1
463,1,12,4,0.36677205173265504,4,2,4,5,4,0.3431910908111629,1,2,1,1,0,1
464,2,18,4,0.3712701318862625,1,3,4,5,1,0.34181819093076593,1,2,1,1,0,1
465,0,24,4,0.3729476763172775,1,0,3,5,4,0.34879213507952683,1,1,1,1,0,1
466,0,24,3,0.37056431716228383,1,1,4,0,2,0.3397535150166297,0,1,5,0,1,1
467,2,48,3,0.3762916618663318,4,2,3,5,3,0.34104578678506664,1,2,1,1,0,1
468,2,33,3,0.37272208569631105,1,0,2,0,2,0.3382620256541887,1,2,1,1,0,1
469,2,24,3,0.3747467264799932,1,3,3,5,3,0.3421814165124942,1,2,5,1,0,1
470,1,24,4,0.37316937223745794,5,1,3,4,2,0.3358536211828917,0,1,1,0,1,1
471,0,6,4,0.3638912427788875,1,1,4,0,4,0.3365101139409041,0,1,1,0,1,1
472,0,9,4,0.366017931769569,1,0,4,5,3,0.3392810405265025,0,1,5,0,1,1
473,2,6,4,0.36922761272862215,4,4,4,5,4,0.34253071065961543,0,1,0,1,0,1
474,1,18,2,0.3692541065795933,1,0,4,4,2,0.34144002131489304,0,1,1,0,1,1
475,0,18,0,0.3731973488416918,1,1,1,0,4,0.3382620256541887,0,1,1,0,1,1
476,2,39,4,0.3724253115190276,6,0,4,5,4,0.33712787535535405,0,1,1,1,0,1
477,3,24,4,0.3750975027969788,1,3,4,5,2,0.33771074028991616,1,1,1,1,0,1
478,1,12,4,0.3683793914045702,5,3,3,5,4,0.3435037699753355,0,1,5,1,0,1
479,0,15,2,0.3700460230912943,1,2,4,5,4,0.3449182069595081,1,2,1,1,0,1
480,1,12,2,0.3737329693460689,1,0,1,0,1,0.3365101139409041,0,1,5,1,0,1
481,1,24,4,0.3690845150377186,1,1,4,5,1,0.3382620256541887,0,1,1,1,0,1
482,0,30,4,0.37378532198333503,3,2,4,0,4,0.34775908412850337,1,2,1,1,0,1
483,2,15,3,0.3680001660064539,3,3,3,0,2,0.3402040022840905,1,2,1,1,0,1
484,2,12,2,0.3689319178065832,6,0,4,5,4,0.3449182069595081,0,1,1,1,0,1
485,1,6,3,0.3691159005769679,1,4,4,5,4,0.3456664097071358,0,1,0,0,1,1
486,2,12,4,0.3731501623192448,1,0,2,5,4,0.34678036896021164,0,1,1,1,0,1
487,2,24,4,0.3739253563619467,1,2,4,0,4,0.3486292836319043,0,1,1,1,0,1
488,2,10,4,0.36985719897372404,5,0,3,5,2,0.3421814165124942,0,1,5,1,0,1
489,2,6,4,0.3736731907242534,1,0,2,5,3,0.3382620256541887,0,1,1,1,0,1
490,2,12,2,0.3712346774276801,1,2,2,5,2,0.3382620256541887,1,2,1,1,0,1
491,1,27,0,0.37676140226981575,1,2,2,0,4,0.3443799326500556,1,2,0,0,1,1
492,2,6,2,0.3692238131871156,5,0,1,0,1,0.33878461744725724,1,2,1,1,0,1
493,1,6,4,0.36270888404215584,4,2,4,5,4,0.3431910908111629,0,1,1,1,0,1
494,0,12,2,0.3716306982011545,1,0,3,5,2,0.3435037699753355,1,2,5,1,0,1
495,0,24,4,0.3730444836160343,4,0,2,4,4,0.3344058248343126,0,1,1,0,1,1
496,1,36,4,0.3770354002050089,5,1,4,5,1,0.3397535150166297,0,1,0,0,1,1
497,2,24,2,0.3703610017705808,1,3,4,5,3,0.3438057220293414,1,2,1,1,0,1
498,1,18,4,0.36945981108531256,1,2,4,4,2,0.34104578678506664,0,1,5,1,0,1
